CCEN;NOM;NOME;DGENRC;DGENRE;GENR;MUNI;DMUNIC;DMUNIE;DTERRC;DTERRE;DEPE;DTITUC;DTITUE;DOMI;CPOS;TEL1;TFAX;EMAIL;PAGINA;COOR_X;COOR_Y
010239;CEU VIRGEN NIÑA;CEU VIRGEN NIÑA;CPEIPS;HLBHIP;31H0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;33;PRIVADA;PRIBATUA;P. DEL BATAN 60;01007;945143768;945234564;direccionceuvn@ceu.es;http://www.colegioceuvitoria.es;526111.348268782;4742549.30780388
010244;PAULA MONTAL;PAULA MONTAL;CPEIPS;HLBHIP;31H0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;33;PRIVADA;PRIBATUA;PAULA MONTAL 9;01010;945242942;945214766;pmontalvitoria@fe-escolapias.org; ;524460.992007993;4744903.968519501
010246;I D ARTE;I D ARTE;EASD;AGDE;12N0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;CUADRILLA DE SALVATIERRA Z/G;01013;945123395;945123394;010246aa@hezkuntza.net;http://www.easdvitoria.com;527328.121544795;4745203.497551234
010248;EGIBIDE LH-FP;EGIBIDE LH-FP;CPES;BHIP;31D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;33;PRIVADA;PRIBATUA;NIEVES CANO 10;01006;945000333;945010139;info@egibide.org;http://www.j-obrero.es;526769.168743343;4742985.848947194
010251;PEDAGÓGICA SAN PRUDENCIO S.C.L.;PEDAGÓGICA SAN PRUDENCIO S.C.L.;CPEIPS;HLBHIP;31H0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;32;PRIVADA;PRIBATUA;DUQUE DE WELLINGTON 4;01010;945171957;945173636;direccion@colegiosanprudencio.net; ;525247.925912542;4745219.624268687
010253;UDABERRIA;UDABERRIA;EMPR;MEPR;32D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;31;PRIVADA;PRIBATUA;2116 P.K. (URUGUAY 9);01012;945244965;945226312;udaberria@euskalnet.net; ;526396.316401809;4745056.767417728
010254;APOSTOLICO SAN JOSE;APOSTOLICO SAN JOSE;CPES;BHIP;31D0;901;IRUÑA OKA/IRUÑA DE OCA;IRUÑA OKA/IRUÑA DE OCA;ARABA/ÁLAVA;ARABA/ÁLAVA;33;PRIVADA;PRIBATUA;LANGRAIZ 2;01230;945371007;000000000;info@menesianosnanclares.com;http://www.menesianosnanclares.com;516456.643753841;4741047.443504016
010256;HOSTELERÍA ;HOSTELERÍA ;CIFP;LHII;11U0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;Presagana 1;01013;945258025;945281902;010256aa@hezkuntza.net; ;527656.63598155;4747444.041494994
010257;KOLDO MITXELENA;KOLDO MITXELENA;IES;BHI;11D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BEHENAFARROA Z/G;01002;945262233;945260028;010257aa@hezkuntza.net;http://www.koldomitxelena.eus;527034.561242012;4744781.683410282
010258;NTRA. SRA. DEL CARMEN;NTRA. SRA. DEL CARMEN;CEPA;HHI;11J1;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;JUDIZMENDI 5;01003;945287399;945287644;010258aa@hezkuntza.net; ;527683.839021883;4744014.179633456
010266;MIGUEL DE UNAMUNO;MIGUEL DE UNAMUNO;IES;BHI;11D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;VICENTE GONZÁLEZ DE ECHÁVARRI;01009;945241712;945241762;010266aa@hezkuntza.net;http://www.iesmigueldeunamuno.net;525683.7022919;4744613.097725411
010288;VITORIA-GASTEIZ;VITORIA-GASTEIZ;EOI;HEO;12I0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LASARTEKO ERP. 21;01007;945138760;945144945;010288aa@hezkuntza.net;http://www.eoivitoria-gasteiz.com;525766.86987747;4742773.67213517
010291;ADSIS GASTEIZ;ADSIS GASTEIZ;CPFPB;OLHIP;31P0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;31;PRIVADA;PRIBATUA;ZORROSTEA 6 (ALI-GOBEO);01010;945229944;945229700;fpbadsisgasteiz@fundacionadsis.org; ;524220.031945974;4745625.721608748
010296;CONSTRUCCIÓN ;CONSTRUCCIÓN ;CIFP;LHII;11U0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AV. DE LOS HUETOS 33;01010;945001200;945001201;010296aa@hezkuntza.net;http://www.instc.com;523988.397933853;4744662.407688511
010298;LANDALUZE MUSIKALTEGIA;LANDALUZE MUSIKALTEGIA;CAEM;OMIB;32P0;036;LAUDIO/LLODIO;LAUDIO/LLODIO;ARABA/ÁLAVA;ARABA/ÁLAVA;31;PRIVADA;PRIBATUA;LANDALUZE 6-BEHEA;01400;946725831;000000000;landaluzemusikaltegia@hotmail.es; ;502746.509326439;4776494.14842974
010300;AMURRIO;AMURRIO;EMPU;MEPU;12D0;002;AMURRIO;AMURRIO;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;ALDAI 18;01470;945891003;945891003;musikaeskola@amurrio.org; ;499684.89330607;4766303.352736731
010301;AGURAIN;AGURAIN;EMPU;MEPU;12D0;051;AGURAIN/SALVATIERRA;AGURAIN/SALVATIERRA;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;ZAPATARI 33;01200;945312151;945312151;musikaeskola@agurain.com; ;549824.928703937;4744568.966708152
010311;ARMENTIA IKASTOLA;ARMENTIA IKASTOLA;CPEIPS;HLBHIP;31H0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;32;PRIVADA;PRIBATUA;PORTAL DE CASTILLA 101;01007;945145445;945139621;armentia@ikastola.net; ;525008.672740292;4742892.307987185
010314;LUIS ARAMBURU;LUIS ARAMBURU;EMPU;MEPU;12D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;CORRERIA 108;01001;945161688;945161939;emmla.direccion@vitoria-gasteiz.org; ;526672.849036121;4744244.192814939
010315;VEDRUNA;VEDRUNA;EMPR;MEPR;32D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;31;PRIVADA;PRIBATUA;FUEROS 49;01005;945282942;945250488;vedrunamusikaeskola@gmail.com; ;527003.062116801;4743338.587148354
010316;GARAZI;GARAZI;CEIP;HLHI;11S0;058;LEGUTIO;LEGUTIO;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SANTA ENGRACIA ETORB. Z/G;01170;945455028;945455044;010316aa@hezkuntza.net; ;529047.487276497;4758553.390219189
010317;LATIORRO;LATIORRO;CEIP;HLHI;11S0;036;LAUDIO/LLODIO;LAUDIO/LLODIO;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LATIORRO 8;01400;946721874;946721874;010317aa@hezkuntza.net; ;503445.220942865;4776252.817551943
010318;DULANTZI;DULANTZI;EMPU;MEPU;12D0;001;ALEGRÍA-DULANTZI;ALEGRÍA-DULANTZI;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;HERRIKO PL. (KULTUR ETXEA);01240;945420027;945420394;aalegria.maite@ayto.araba.eus; ;539810.829065353;4743191.267134915
010319;ZARAOBE;ZARAOBE;IES;BHI;11D0;002;AMURRIO;AMURRIO;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ETXEBARRIAUR 6-8;01470;945393000;945393682;010319aa@hezkuntza.net; ;499542.306166503;4766361.450911016
010323;ASPARRENA;ASPARRENA;EMPU;MEPU;12D0;009;ASPARRENA;ASPARRENA;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;ILARDUIBIDE Z/G (KULTUR ETXEA);01250;945304006;945314507;aasparrena.inaki@ayto.araba.eus; ;556387.177740841;4748728.620022751
010327;LUCAS REY-MATÍAS LANDABURU;LUCAS REY-MATÍAS LANDABURU;CEIP;HLHI;11S0;002;AMURRIO;AMURRIO;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LUCAS REY 15;01470;945890481;945890481;010327aa@hezkuntza.net; ;499702.786788193;4767042.532278873
010329;MENDEBALDEA;MENDEBALDEA;IES;BHI;11D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;DONOSTIA 3;01010;945179622;945179623;010329aa@hezkuntza.net; ;525496.249513518;4745391.479288095
010330;EKIALDEA;EKIALDEA;IES;BHI;11D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;JUAN XXIII 2;01004;945263745;945263745;010330aa@hezkuntza.net; ;527372.492432952;4743387.58717454
010332;ANTONIO LÓPEZ DE GUEREÑU-JOSÉ MARDONES;ANTONIO LÓPEZ DE GUEREÑU-JOSÉ MARDONES;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARANA 33;01002;945268348;945269883;010332aa@hezkuntza.net;http://www.guerenu.com;527543.618439628;4744363.358559095
010333;JUDIMENDI;JUDIMENDI;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;JUDIMENDI 15 B;01003;945254557;945254557;010333aa@hezkuntza.net; ;527680.713846894;4743739.905461171
010335;BADAIA;BADAIA;IES;BHI;11D0;901;IRUÑA OKA/IRUÑA DE OCA;IRUÑA OKA/IRUÑA DE OCA;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LANGRAIZ 2;01230;945364990;000000000;010335aa@hezkuntza.net; ;516263.237475877;4740811.711486586
010338;LAMUZA;LAMUZA;CEIP;HLHI;11S0;036;LAUDIO/LLODIO;LAUDIO/LLODIO;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GRANJABIDE;01400;946720226;946720226;010338aa@hezkuntza.net; ;502884.412826446;4776973.970763292
010339;LUIS ELEJALDE-ROGELIA DE ÁLVARO;LUIS ELEJALDE-ROGELIA DE ÁLVARO;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;NICARAGUA 6;01012;945249297;945225396;010339aa@hezkuntza.net; ;526334.719944917;4744877.163975489
010340;DIVINO MAESTRO-MARÍA DE MAEZTU;DIVINO MAESTRO-MARÍA DE MAEZTU;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;COFRADIA DE ARRIAGA 7;01012;945227308;945242425;010340aa@hezkuntza.net; ;526538.400544874;4744963.996301021
010342;ÁNGEL GANIVET-SANTA LUCÍA;ÁNGEL GANIVET-SANTA LUCÍA;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;JACINTO BENAVENTE 25;01003;945272232;945270255;010342aa@hezkuntza.net; ;527958.722487336;4743548.994320582
010343;ARANBIZKARRA IKASTOLA;ARANBIZKARRA IKASTOLA;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BURGOS Z/G;01002;945273253;945273253;010343aa@hezkuntza.net; ;527722.58624423;4744868.405758199
010349;SAMANIEGO-LAGUARDIA;SAMANIEGO-LAGUARDIA;IES;BHI;11D0;031;LAGUARDIA;LAGUARDIA;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SANCHO ABARCA 3;01300;945600900;945600045;010349aa@hezkuntza.net; ;534115.473885137;4711560.975389325
010350;GORBEIA ESKOLA;GORBEIA ESKOLA;CEIP;HLHI;11S0;018;ZIGOITIA;ZIGOITIA;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GORBEA ETORBIDEA 1 A (GOPEGI);01138;945464257;945170502;010350aa@hezkuntza.net; ;522068.501514716;4756417.145045716
010351;LAUDIO;LAUDIO;IES;BHI;11D0;036;LAUDIO/LLODIO;LAUDIO/LLODIO;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZUMALAKARREGI 34;01400;946720086;946722619;010351aa@hezkuntza.net;http://www.laudioinstitutua.net;503037.266042162;4776817.852540704
010361;JOSÉ URUÑUELA;JOSÉ URUÑUELA;CPD;DKP;12S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;PLAZA DE LAS VASCONGADAS 8;01002;945162606;945161970;conservatoriodanza@vitoria-gasteiz.org;http://www.vitoria-gasteiz.org/cmdanza;527725.587731553;4744420.766873799
010383;SAMANIEGO IKASTOLA;SAMANIEGO IKASTOLA;CPEI;HHIP;31B0;052;SAMANIEGO;SAMANIEGO;ARABA/ÁLAVA;ARABA/ÁLAVA;32;PRIVADA;PRIBATUA;LAS ESCUELAS 2;01307;945607199;945627316;assa@ikastola.net; ;526233.881515021;4712954.451751242
010389;URKABUSTAIZ;URKABUSTAIZ;EMPU;MEPU;12D0;054;URKABUSTAIZ;URKABUSTAIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;UGARTE Z/G;01440;945437080;945437288;urkaume@gmail.com; ;508125.298298286;4755652.860613602
010414;MARRATE;MARRATE;EMPR;MEPR;32D0;028;LABASTIDA/BASTIDA;LABASTIDA/BASTIDA;ARABA/ÁLAVA;ARABA/ÁLAVA;31;PRIVADA;PRIBATUA;PL. DE LA PAZ 1;01330;945331074;945331811; ; ;516971.192683759;4715329.81825226
010449;TXIMELETA;TXIMELETA;EIMU;UHE;11R0;055;VALDEGOVÍA/GAUBEA;VALDEGOVÍA/GAUBEA;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;ARQUITECTO JESÚS GUINEA 92;01426;945353117;000000000;tximeletaescuelainfantil@gmail.com; ;491474.316486074;4743920.528695834
010450;IBAIONDO;IBAIONDO;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TARRAGONA 9;01010;945283767;945015110;010450aa@hezkuntza.net; ;525327.861127148;4746294.785422743
010452;PRIMEROS PASOS;PRIMEROS PASOS;EIPR;HEPR;31N0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;31;PRIVADA;PRIBATUA;PASEO DE LA ZUMAQUERA 54;01006;945233020;945233020;elpaisdecampanilla@gmail.com; ;527210.527559289;4742647.747766712
010464;SANSOMENDI;SANSOMENDI;EIMU;UHE;11R0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;VALENTIN DE FORONDA 4;01010;945162646;945162646;eisansomendi.direccion@vitoria-gasteiz.org; ;524456.143451547;4744723.195315365
010468;ZARAMAGA;ZARAMAGA;EIMU;UHE;11R0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;REYES DE NAVARRA 16 BEHEA;01013;945162653;945162653;eizaramaga.direccion@vitoria-gasteiz.org; ;527253.719291712;4744872.314962491
010470;HAURTZARO;HAURTZARO;EIMU;UHE;11R0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;CANTÓN DE SANTA MARÍA 2;01001;945162642;945162642;eihaurtzaro.direccion@vitoria-gasteiz.org; ;526893.936613387;4744375.006188256
010473;LOURDES LEJARRETA;LOURDES LEJARRETA;EIMU;UHE;11R0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;14;OTROS PÚBLICOS;BESTE PUBLIKOAK;BLAS DE OTERO Z/G;01010;945162654;945162654;eilourdeslejarreta.direccion@vitoria-gasteiz.org; ;525402.972522841;4745524.672177067
010476;ARRAIA-MAEZTUKO HAURRESKOLA;ARRAIA-MAEZTUKO HAURRESKOLA;EIC;PHE;11P0;037;ARRAIA-MAEZTU;ARRAIA-MAEZTU;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;PLAZA DEL FRONTÓN 1;01120;945410256;000000000;arraia.maeztu@haurreskolak.eus; ;545254.364406612;4732038.607226586
010477;AIARAKO HAURRESKOLA-ETXAURREN;AIARAKO HAURRESKOLA-ETXAURREN;EIC;PHE;11P0;010;AYALA/AIARA;AYALA/AIARA;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;IBAGUEN AUZOA 1;01477;945399727;000000000;etxaurren.aiara@haurreskolak.eus; ;495052.790272764;4770757.126184027
010487;ASPARRENEKO HAURRESKOLA-ARATZ;ASPARRENEKO HAURRESKOLA-ARATZ;EIC;PHE;11P0;009;ASPARRENA;ASPARRENA;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;SANTSAERREKA 9;01250;945304249;000000000;aratz.asparrena@haurreskolak.eus; ;555964.866825218;4748589.818275443
010488;BERANTEVILLAKO HAURRESKOLA;BERANTEVILLAKO HAURRESKOLA;EIC;PHE;11P0;014;BERANTEVILLA;BERANTEVILLA;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;DALMACIO SÁNCHEZ 14;01211;945337424;000000000;berantevilla.berantevilla@haurreskolak.eus; ;511561.811629575;4725539.290143782
010489;BERNEDOKO HAURRESKOLA;BERNEDOKO HAURRESKOLA;EIC;PHE;11P0;016;BERNEDO;BERNEDO;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;CTRA. SANTA CRUZ 59;01118;945378036;000000000;bernedo.bernedo@haurreskolak.eus; ;541572.223865432;4719751.808169
010491;KANPEZUKO HAURRESKOLA-IBERNALO;KANPEZUKO HAURRESKOLA-IBERNALO;EIC;PHE;11P0;017;CAMPEZO/KANPEZU;CAMPEZO/KANPEZU;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;ARRABAL 99;01110;945415378;000000000;Ibernalo.kanpezu@haurreskolak.eus; ;553512.866073656;4724629.425344131
010492;SAMANIEGOKO HAURRESKOLA;SAMANIEGOKO HAURRESKOLA;EIC;PHE;11P0;052;SAMANIEGO;SAMANIEGO;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;LAS ESCUELAS Z/G;01307;945609316;000000000;samaniego.samaniego@haurreskolak.eus; ;526233.881515021;4712954.451751242
010496;KILI-KOLO;KILI-KOLO;EIPR;HEPR;31N0;002;AMURRIO;AMURRIO;ARABA/ÁLAVA;ARABA/ÁLAVA;31;PRIVADA;PRIBATUA;ARESKETA 2 27 P.K.;01470;945890360;000000000;aresketaikastola@aresketaikastola.eus; ;499172.496541514;4766383.556411506
010497;LEGUTIOKO HAURRESKOLA;LEGUTIOKO HAURRESKOLA;EIC;PHE;11P0;058;LEGUTIO;LEGUTIO;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;SANTAMAINA 2;01170;945455861;000000000;legutiano.legutiano@haurreskolak.eus; ;529091.882902187;4758542.122512698
010498;GASTEIZKO HAURRESKOLA-TXANTXANGORRI;GASTEIZKO HAURRESKOLA-TXANTXANGORRI;EIC;PHE;11P0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;RIO AYUDA Z/G;01010;945191743;000000000;txantxangorri.gasteiz@haurreskolak.eus; ;524435.034090149;4746119.211160377
010500;OIONGO HAURRESKOLA-NEMO;OIONGO HAURRESKOLA-NEMO;EIC;PHE;11P0;043;OYÓN-OION;OYÓN-OION;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;AVDA. GERNIKA 2 B;01320;945601599; ;nemo.oion@haurreskolak.eus; ;546557.042888502;4706064.464188284
010501;NCLIC ZABALGANA;NCLIC ZABALGANA;EIPR;HEPR;31N0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;31;PRIVADA;PRIBATUA;AVDA. DE NACIONES UNIDAS 5 Y 7;01015;945357037;945357038;zabalgana@escuelaskimba.com; ;524687.381663141;4743723.598780349
010503;SALBURUA;SALBURUA;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AVDA. PARÍS 2;01002;945260723;945336818;010503aa@hezkuntza.net; ;528376.762055612;4744236.924294424
010504;ZABALGANA;ZABALGANA;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AVDA. NACIONES UNIDAS 10;01015;945064862;945064863;010504aa@hezkuntza.net; ;524560.197760719;4743827.717587266
010505;GASTEIZKO HAURRESKOLA-ORTZADAR;GASTEIZKO HAURRESKOLA-ORTZADAR;EIC;PHE;11P0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;CRUZ ROJA 8;01015;945357827;945357827;ortzadar.gasteiz@haurreskolak.eus; ;524393.912064644;4743439.076693996
010509;LAGUARDIAKO HAURRESKOLA-LA AVENIDA;LAGUARDIAKO HAURRESKOLA-LA AVENIDA;EIC;PHE;11P0;031;LAGUARDIA;LAGUARDIA;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;AVENIDA DIPUTACIÓN S/N;01300;945600635;000000000;laavenida.laguardia@haurreskolak.eus; ;534255.793417523;4711418.764335974
010510;LAKUABIZKARRA;LAKUABIZKARRA;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BAIONA 10;01010;945197588;945179911;010510aa@hezkuntza.net; ;524563.883653119;4745472.862722732
010511;GASTEIZKO HAURRESKOLA-IBAIONDO;GASTEIZKO HAURRESKOLA-IBAIONDO;EIC;PHE;11P0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;BARCELONA 23;01010;945197861;000000000;ibaiondo.gasteiz@haurreskolak.eus; ;525196.34815647;4746171.650486504
010512;LAKUA;LAKUA;IES;BHI;11D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;XABIER 1;01010;945171575;945197626;010512aa@hezkuntza.net; ;524711.146186402;4745720.30235711
010513;ZABALGANA;ZABALGANA;IES;BHI;11D0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ETXALDE Z/G;01006;945135969;000000000;010513aa@hezkuntza.net; ;526358.657630909;4742653.636568063
010515;MARITURRI;MARITURRI;CEIP;HLHI;11S0;059;VITORIA-GASTEIZ;VITORIA-GASTEIZ;ARABA/ÁLAVA;ARABA/ÁLAVA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LEZA 10;01015;945429582;945429582;010515aa@hezkuntza.net; ;523753.45733817;4742899.586505664
010516;IRUÑA OKAKO HAURRESKOLA-URDIÑA ISAR;IRUÑA OKAKO HAURRESKOLA-URDIÑA ISAR;EIC;PHE;11P0;901;IRUÑA OKA/IRUÑA DE OCA;IRUÑA OKA/IRUÑA DE OCA;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;LANGRAIZ ETORBIDEA 4;01230;945364927;000000000;irunaoka.irunaoka@haurreskolak.eus; ;516141.32266796;4740769.230133542
010517;ARAMAIOKO HAURRESKOLA-MASUSTA;ARAMAIOKO HAURRESKOLA-MASUSTA;EIC;PHE;11P0;003;ARAMAIO;ARAMAIO;ARABA/ÁLAVA;ARABA/ÁLAVA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;NARDEAGA 38;01160;945063035;945063035;masusta.aramaio@haurreskolak.eus; ;535314.419645783;4766418.469305087
